datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_6am_t2m,era5_6am_evabs,era5_6am_evavt,era5_6am_lai_lv,era5_6am_ro,era5_6am_es,era5_6am_smlt,era5_6am_stl1,era5_6am_ssro,era5_6am_sp,era5_6am_sro,era5_6am_e,era5_6am_tp,era5_6am_swvl1,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
11/14/2013,07SB013,11/14/2013,318,2,0,-2.5,-13,-7.8,25.8,0,0,1,1,1,,,,,,,,,,,,,,,,,267.2413528,-5.58E-05,2.85E-05,0.007668075,2.08E-05,0.000150794,-1.86E-09,268.5955638,97156.97031,-2.48E-05,0.000153936
11/15/2013,07SB013,11/15/2013,319,2,0,-9,-12,-10.5,28.5,0,0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,258.6230178,-0.00027605,2.84E-05,0.00794199,-0.000169717,0.000311246,-1.86E-09,266.1661299,153190.0444,-0.000457858,0.000313161
11/16/2013,07SB013,11/16/2013,320,2,0,-13,-20,-16.5,34.5,0,0,0,0,0,,,,,,,,,,,,,,,,,256.3040372,-0.000156058,2.84E-05,0.008168227,-2.02E-05,0.000259629,-1.86E-09,263.9468026,144113.687,-0.000178802,0.000261994
11/17/2013,07SB013,11/17/2013,321,2,0,-15,-18,-16.5,34.5,0,0,0,0,0,,,,,,,,,,,,,,,,,255.2201485,-5.85E-05,2.84E-05,0.008234008,3.78E-05,2.09E-05,-1.86E-09,262.6963497,131562.66,-1.36E-05,2.50E-05
11/18/2013,07SB013,11/18/2013,322,2,0,-17,-23.5,-20.3,38.3,0,0,0,0,0,,,,,,,,,,,,,,,,,253.9581113,-5.86E-05,2.84E-05,0.008353548,1.57E-05,0.000108386,-1.86E-09,262.2908036,104489.5615,-3.93E-05,0.000111399
11/19/2013,07SB013,11/19/2013,323,2,0,-18,-26,-22,40,0,0,0,0,0,,,,,,,,,,,,,,,,,251.4054343,-5.96E-05,2.84E-05,0.008475408,6.33E-06,0.000108449,-1.86E-09,261.3394754,106006.4974,-5.17E-05,0.000115095
11/20/2013,07SB013,11/20/2013,324,2,0,-18.5,-26.5,-22.5,40.5,0,0,0,0,0,,,,,,,,,,,,,,,,,254.0464324,-4.00E-05,2.82E-05,0.008570632,5.42E-06,8.23E-05,-1.86E-09,261.281841,101962.3334,-3.33E-05,8.77E-05
11/21/2013,07SB013,11/21/2013,325,2,0,-21,-27,-24,42,0,0,0,0,0,,,,,,,,,,,,,,,,,248.0027861,-4.63E-05,2.82E-05,0.008656221,6.75E-06,9.07E-05,-1.86E-09,260.0829458,111131.9745,-3.76E-05,9.13E-05
11/22/2013,07SB013,11/22/2013,326,2,0,-12,-28,-20,38,0,0,11,11,11,,,,,,,,,,,,,,,,,250.5754386,-3.04E-05,2.82E-05,0.008681906,1.58E-05,6.93E-07,-1.86E-09,259.0040256,107648.4325,-1.11E-05,5.63E-07
11/23/2013,07SB013,11/23/2013,327,2,0,-9,-27,-18,36,0,0,6,6,6,,,,,,,,,,,,,,,,,262.3076255,-3.81E-05,2.82E-05,0.009973272,-5.26E-05,0.001703857,-1.86E-09,264.8339764,31967.73805,-9.91E-05,0.001707395
11/24/2013,07SB013,11/24/2013,328,2,0,-11,-12,-11.5,29.5,0,0,1,1,1,,,,,,,,,,,,,,,,,259.0890446,-0.000150181,2.82E-05,0.014573561,-5.35E-05,0.003745201,-1.86E-09,267.8637585,49412.86603,-0.000204419,0.003749984
11/25/2013,07SB013,11/25/2013,329,2,0,-13,-20,-16.5,34.5,0,0,1.2,1.2,1.2,,,,,,,,,,,,,,,,,252.3511022,-6.02E-05,2.82E-05,0.01485895,1.31E-05,0.000346674,-1.86E-09,268.722543,56300.28341,-4.51E-05,0.000348532
11/26/2013,07SB013,11/26/2013,330,2,0,-13.5,-23,-18.3,36.3,0,0,0,0,0,,,,,,,,,,,,,,,,,258.8192085,-1.73E-05,2.82E-05,0.014979857,-1.04E-05,0.00016396,-1.86E-09,269.3625854,31580.77084,-2.71E-05,0.00016752
11/27/2013,07SB013,11/27/2013,331,2,0,-14,-23.5,-18.8,36.8,0,0,0,0,0,,,,,,,,,,,,,,,,,255.6323529,-5.93E-05,2.81E-05,0.015156774,2.16E-05,1.38E-05,-1.86E-09,269.5081124,36599.31818,-3.51E-05,1.67E-05
11/28/2013,07SB013,11/28/2013,332,2,0,-11.5,-24,-17.8,35.8,0,0,0,0,0,,,,,,,,,,,,,,,,,256.7948369,-7.82E-05,2.81E-05,0.015181026,-5.33E-05,9.42E-05,-1.86E-09,269.8081516,31113.47205,-0.000131655,9.75E-05
11/29/2013,07SB013,11/29/2013,333,2,0,-11.5,-15,-13.3,31.3,0,0,8,8,8,,,,,,,,,,,,,,,,,260.6311517,-8.04E-05,2.79E-05,0.017989041,-0.000126372,0.003633853,-1.86E-09,270.2134501,16582.45234,-0.000206761,0.00364061
11/30/2013,07SB013,11/30/2013,334,2,0,-13.5,-19,-16.3,34.3,0,0,1.4,1.4,1.4,,,,,,,,,,,,,,,,,259.7544755,-4.74E-05,2.79E-05,0.019319822,7.20E-06,0.000282257,-1.86E-09,270.3954881,24417.47729,-4.01E-05,0.000286349
12/1/2013,07SB013,12/1/2013,335,2,0,-18.5,-20,-19.3,37.3,0,0,0,0,0,,,,,,,,,,,,,,,,,251.7039938,-0.000112054,2.79E-05,0.020225657,-8.66E-06,0.000769777,-1.86E-09,270.2923826,24484.19321,-0.000120656,0.000772545
12/2/2013,07SB013,12/2/2013,336,2,0,-12,-24.5,-18.3,36.3,0,0,1,1,1,,,,,,,,,,,,,,,,,248.2160325,-3.97E-05,2.79E-05,0.020268147,1.11E-05,3.67E-05,-1.86E-09,270.0375057,27300.50041,-2.81E-05,4.19E-05
12/3/2013,07SB013,12/3/2013,337,2,0,-13,-23.5,-18.3,36.3,0,0,0,0,0,,,,,,,,,,,,,,,,,256.877594,1.44E-05,2.78E-05,0.020727928,2.57E-05,0.00038726,-1.86E-09,270.1841807,22393.14203,4.23E-05,0.000391142
12/4/2013,07SB013,12/4/2013,338,2,0,-26,-28,-27,45,0,0,0,0,0,,,,,,,,,,,,,,,,,243.9273039,-4.74E-05,2.78E-05,0.0207614,2.37E-05,1.86E-09,-1.86E-09,269.7901035,26010.14701,-2.09E-05,0
12/5/2013,07SB013,12/5/2013,339,2,0,-27.5,-30.5,-29,47,0,0,0,0,0,,,,,,,,,,,,,,,,,241.4330362,-1.75E-05,2.78E-05,0.020774787,7.17E-06,3.69E-06,-1.86E-09,269.2954884,22873.60972,-7.92E-06,6.08E-06
12/6/2013,07SB013,12/6/2013,340,2,0,-18,-34.5,-26.3,44.3,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,245.1775519,-2.84E-06,2.78E-05,0.020797808,5.99E-06,1.68E-05,-1.86E-09,269.0321085,21476.51032,4.77E-06,1.87E-05
12/7/2013,07SB013,12/7/2013,341,2,0,-19.5,-34.5,-27,45,0,0,0,0,0,,,,,,,,,,,,,,,,,251.7915713,7.57E-08,2.78E-05,0.021131017,1.20E-05,0.000390107,-1.86E-09,269.4927335,18691.30632,1.29E-05,0.000391781
12/8/2013,07SB013,12/8/2013,342,2,0,-22,-29,-25.5,43.5,0,0,2.5,2.5,2.5,,,,,,,,,,,,,,,,,246.3170212,-2.68E-05,2.78E-05,0.021168655,1.92E-05,2.39E-06,-1.86E-09,269.447845,13735.00896,-7.10E-06,3.28E-06
12/9/2013,07SB013,12/9/2013,343,2,0,-23.5,-29,-26.3,44.3,0,0,0,0,0,,,,,,,,,,,,,,,,,249.3380363,-1.73E-05,2.76E-05,0.02275156,-4.12E-06,0.001937708,-1.86E-09,269.7956135,13628.21292,-2.16E-05,0.001939819
12/10/2013,07SB013,12/10/2013,344,2,0,-26,-32,-29,47,0,0,0,0,0,,,,,,,,,,,,,,,,,243.0108563,-2.73E-05,2.75E-05,0.022780252,1.88E-05,4.03E-06,-1.86E-09,269.5465381,15403.39793,-6.34E-06,3.83E-06
12/11/2013,07SB013,12/11/2013,345,2,0,-26,-31.5,-28.8,46.8,0,0,0,0,0,,,,,,,,,,,,,,,,,246.2283555,7.48E-07,2.75E-05,0.022866182,2.45E-05,5.09E-05,-1.86E-09,269.5026708,13601.51064,2.86E-05,5.58E-05
12/12/2013,07SB013,12/12/2013,346,2,0,-36,-38,-37,55,0,0,0,0,0,,,,,,,,,,,,,,,,,236.0448029,-1.63E-05,2.75E-05,0.022902044,1.51E-05,6.33E-06,-1.86E-09,269.1467915,14268.95063,4.11E-06,7.11E-06
12/13/2013,07SB013,12/13/2013,347,2,0,-30,-41,-35.5,53.5,0,0,0,0,0,,,,,,,,,,,,,,,,,233.9707888,-7.45E-06,2.75E-05,0.022911473,2.85E-06,6.89E-06,-1.86E-09,268.6402178,13156.51064,-3.66E-06,8.89E-06
12/14/2013,07SB013,12/14/2013,348,2,0,-20,-40.5,-30.3,48.3,0,0,1,1,1,,,,,,,,,,,,,,,,,242.9973337,4.10E-06,2.75E-05,0.022946991,2.42E-06,3.47E-05,-1.86E-09,268.6470179,9485.901668,7.45E-06,3.87E-05
12/15/2013,07SB013,12/15/2013,349,2,0,-19.5,-30.5,-25,43,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,254.2589019,1.45E-05,2.75E-05,0.025611148,-3.08E-05,0.002500521,-1.86E-09,269.4881227,5330.600548,-1.64E-05,0.002503151
12/16/2013,07SB013,12/16/2013,350,2,0,-22,-25,-23.5,41.5,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,249.2464993,-7.62E-05,2.75E-05,0.026117587,-3.53E-05,0.000569921,-1.86E-09,269.7107238,6496.084572,-0.000111592,0.000571665
12/17/2013,07SB013,12/17/2013,351,2,0,-25,-30,-27.5,45.5,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,245.2238267,-2.54E-05,2.74E-05,0.026610636,-8.03E-06,0.000282779,-1.86E-09,269.6123425,7265.846135,-3.26E-05,0.000286405
12/18/2013,07SB013,12/18/2013,352,2,0,-24,-34,-29,47,0,0,1,1,1,,,,,,,,,,,,,,,,,242.8956465,-2.46E-05,2.74E-05,0.026887078,1.65E-05,0.000184358,-1.86E-09,269.4875637,8823.206125,-3.64E-06,0.000187616
12/19/2013,07SB013,12/19/2013,353,2,0,-25.5,-34,-29.8,47.8,0,0,0,0,0,,,,,,,,,,,,,,,,,246.4446127,1.77E-06,2.74E-05,0.027334907,3.69E-06,0.000557362,-1.86E-09,269.4789727,6251.337289,6.59E-06,0.000561796
12/20/2013,07SB013,12/20/2013,354,2,0,-26.5,-40,-33.3,51.3,0,0,0,0,0,,,,,,,,,,,,,,,,,240.5813755,-1.38E-05,2.73E-05,0.027352124,3.68E-06,5.91E-06,-1.86E-09,269.0456964,8378.206125,-8.38E-06,8.61E-06
12/21/2013,07SB013,12/21/2013,355,2,0,-24,-40.5,-32.3,50.3,0,0,0,0,0,,,,,,,,,,,,,,,,,242.1299892,3.02E-06,2.73E-05,0.027402875,8.05E-06,4.90E-05,-1.86E-09,268.9534769,6887.600548,1.30E-05,5.28E-05
12/22/2013,07SB013,12/22/2013,356,2,0,-15.5,-35,-25.3,43.3,0,0,1,1,1,,,,,,,,,,,,,,,,,245.190129,6.42E-06,2.73E-05,0.027425897,1.36E-05,1.36E-06,-1.86E-09,268.9007452,8507.259967,2.36E-05,2.81E-06
12/23/2013,07SB013,12/23/2013,357,2,0,-16,-27,-21.5,39.5,0,0,0,0,0,,,,,,,,,,,,,,,,,255.2104561,1.60E-05,2.72E-05,0.029836972,-5.41E-05,0.003081715,-1.86E-09,269.567383,5294.99287,-3.81E-05,0.003087484
12/24/2013,07SB013,12/24/2013,358,2,0,-24,-28,-26,44,0,0,1,1,1,,,,,,,,,,,,,,,,,247.3881869,-3.83E-05,2.71E-05,0.029853913,8.07E-06,2.08E-05,-1.86E-09,269.5956898,5161.494567,-2.97E-05,2.14E-05
12/25/2013,07SB013,12/25/2013,359,2,0,-34,-36,-35,53,0,0,0,0,0,,,,,,,,,,,,,,,,,245.2571354,-1.08E-05,2.71E-05,0.030406046,8.57E-06,0.000153389,-1.86E-09,269.4710007,7225.793996,8.25E-07,0.000158101
12/26/2013,07SB013,12/26/2013,360,2,0,-30,-38,-34,52,0,0,0,0,0,,,,,,,,,,,,,,,,,238.9387106,-1.93E-05,2.71E-05,0.030459465,4.64E-06,4.78E-05,-1.86E-09,269.2188345,4556.304516,-1.34E-05,5.13E-05
12/27/2013,07SB013,12/27/2013,361,2,0,-30,-38,-34,52,0,0,0,0,0,,,,,,,,,,,,,,,,,235.7863501,-8.14E-06,2.71E-05,0.030529412,1.26E-05,4.55E-06,-1.86E-09,269.0495191,8404.908399,7.75E-06,6.87E-06
12/28/2013,07SB013,12/28/2013,362,2,0,-28.5,-38,-33.3,51.3,0,0,0,0,0,,,,,,,,,,,,,,,,,239.5700669,2.83E-06,2.71E-05,0.030547651,8.51E-06,7.85E-06,-1.86E-09,268.8730332,7110.100548,1.41E-05,9.49E-06
12/29/2013,07SB013,12/29/2013,363,2,0,-36,-36.5,-36.3,54.3,0,0,0,0,0,,,,,,,,,,,,,,,,,234.4394693,-2.59E-06,2.70E-05,0.030554482,2.86E-06,5.25E-07,-1.86E-09,268.707293,8912.147824,1.38E-06,0
12/30/2013,07SB013,12/30/2013,364,2,0,-38,-39,-38.5,56.5,0,0,0,0,0,,,,,,,,,,,,,,,,,233.1325676,-4.36E-06,2.70E-05,0.030567323,4.53E-06,4.34E-06,-1.86E-09,268.5422481,9423.602239,1.19E-06,5.72E-06
12/31/2013,07SB013,12/31/2013,365,2,0,-39,-43,-41,59,0,0,0,0,0,,,,,,,,,,,,,,,,,233.9108071,-1.90E-06,2.69E-05,0.030569304,7.49E-07,1.36E-06,-1.86E-09,268.3638559,10024.34782,-9.99E-07,2.44E-06
1/1/2014,07SB013,1/1/2014,1,2,0,-26,-43,-34.5,52.5,0,0,0,0,0,,,,,,,,,,,,,,,,,234.8977406,-8.19E-07,2.69E-05,0.0305747,7.02E-07,2.25E-06,-1.86E-09,268.244246,10758.60224,-5.54E-08,2.81E-06
1/2/2014,07SB013,1/2/2014,2,2,0,-22,-42,-32,50,0,0,0,0,0,,,,,,,,,,,,,,,,,248.036245,2.38E-05,2.69E-05,0.03379366,-6.94E-06,0.004066587,-1.86E-09,268.7466796,4689.802823,1.65E-05,0.00407125
1/3/2014,07SB013,1/3/2014,3,2,0,-28,-28,-28,46,0,0,0,0,0,,,,,,,,,,,,,,,,,241.3009176,-1.74E-05,2.68E-05,0.034136771,7.62E-06,1.16E-05,-1.86E-09,269.1603295,11474.90128,-9.74E-06,1.27E-05
1/4/2014,07SB013,1/4/2014,4,2,0,-30,-34,-32,50,0,0,0,0,0,,,,,,,,,,,,,,,,,243.2807781,-5.60E-06,2.68E-05,0.034293268,-2.97E-06,0.000205866,-1.86E-09,269.1439021,9383.550102,-8.54E-06,0.000210169
1/5/2014,07SB013,1/5/2014,5,2,0,-26,-37,-31.5,49.5,0,0,0,0,0,,,,,,,,,,,,,,,,,236.7240591,-5.31E-06,2.67E-05,0.034308499,4.05E-06,1.86E-09,-1.86E-09,268.9368793,12778.39455,-5.84E-07,0
1/6/2014,07SB013,1/6/2014,6,2,0,-23,-37,-30,48,0,0,0,0,0,,,,,,,,,,,,,,,,,245.9047205,9.11E-06,2.67E-05,0.034649697,-2.84E-06,0.000433038,-1.86E-09,269.0084895,9890.849532,6.88E-06,0.000434843
1/7/2014,07SB013,1/7/2014,7,2,0,-19,-33,-26,44,0,0,0,0,0,,,,,,,,,,,,,,,,,241.5013448,-5.81E-06,2.66E-05,0.034690343,8.91E-06,1.86E-09,-1.86E-09,268.9437768,15665.81007,4.63E-06,1.88E-06
1/8/2014,07SB013,1/8/2014,8,2,0,-16,-35,-25.5,43.5,0,0,0,0,0,,,,,,,,,,,,,,,,,251.1559332,2.48E-05,2.65E-05,0.036173315,-3.15E-06,0.00184922,-1.86E-09,269.2020482,11047.70612,2.13E-05,0.001854052
1/9/2014,07SB013,1/9/2014,9,2,0,-19,-20,-19.5,37.5,0,0,0,0,0,,,,,,,,,,,,,,,,,249.2618585,-1.69E-06,2.65E-05,0.036488285,4.54E-06,0.000360196,-1.86E-09,269.3430779,13783.9585,3.99E-06,0.000362735
1/10/2014,07SB013,1/10/2014,10,2,0,-22,-25,-23.5,41.5,0,0,11,11,11,,,,,,,,,,,,,,,,,250.0474399,-1.45E-05,2.64E-05,0.037115763,-6.49E-06,0.000790658,-1.86E-09,269.3447223,10269.09512,-2.10E-05,0.000794726
1/11/2014,07SB013,1/11/2014,11,2,0,-24.5,-28,-26.3,44.3,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,244.0456757,-2.74E-05,2.64E-05,0.037925762,1.15E-05,0.000149392,-1.86E-09,269.3006567,15185.34241,-1.45E-05,0.000151984
1/12/2014,07SB013,1/12/2014,12,2,0,-23,-34.5,-28.8,46.8,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,244.3761271,-1.30E-05,2.64E-05,0.038151934,4.75E-06,0.000193694,-1.86E-09,269.2107781,18072.89793,-7.77E-06,0.000198667
1/13/2014,07SB013,1/13/2014,13,2,0,-25,-35,-30,48,0,0,0,0,0,,,,,,,,,,,,,,,,,243.6061676,-8.46E-07,2.61E-05,0.03937465,9.56E-06,0.001501489,-1.86E-09,269.270096,23919.05531,9.76E-06,0.001502705
1/14/2014,07SB013,1/14/2014,14,2,0,-13.5,-39.5,-26.5,44.5,0,0,8.5,8.5,8.5,,,,,,,,,,,,,,,,,245.5107969,-9.64E-07,2.61E-05,0.039389267,9.06E-06,1.86E-09,-1.86E-09,269.1081515,20946.95305,9.41E-06,1.20E-06
1/15/2014,07SB013,1/15/2014,15,2,0,-16,-30,-23,41,0,0,0,0,0,,,,,,,,,,,,,,,,,253.3581196,5.42E-05,2.60E-05,0.045593978,1.42E-05,0.007878005,-1.86E-09,269.501486,22557.56453,6.77E-05,0.007879372
1/16/2014,07SB013,1/16/2014,16,2,0,-11.5,-21.5,-16.5,34.5,0,0,10,10,10,,,,,,,,,,,,,,,,,251.2521442,1.79E-06,2.59E-05,0.045617409,1.56E-05,3.24E-06,-1.86E-09,269.5779404,22642.11326,2.10E-05,3.28E-06
1/17/2014,07SB013,1/17/2014,17,2,0,-15.5,-20,-17.8,35.8,0,0,0,0,0,,,,,,,,,,,,,,,,,257.5676528,3.96E-05,2.58E-05,0.048369683,-9.22E-07,0.003508093,-1.86E-09,269.7429147,21205.12171,3.77E-05,0.003512642
1/18/2014,07SB013,1/18/2014,18,2,0,-19,-19,-19,37,0,0,4,4,4,,,,,,,,,,,,,,,,,252.4893782,-5.06E-05,2.57E-05,0.048996139,-4.05E-05,0.000832186,-1.86E-09,269.8069667,22869.05774,-9.11E-05,0.000834278
1/19/2014,07SB013,1/19/2014,19,2,0,-21,-28,-24.5,42.5,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,246.7848661,-9.10E-05,2.57E-05,0.049452299,-7.78E-05,0.000691901,-1.86E-09,269.7359789,22958.05944,-0.000168754,0.000696254
1/20/2014,07SB013,1/20/2014,20,2,0,-19.5,-27.5,-23.5,41.5,0,0,0,0,0,,,,,,,,,,,,,,,,,248.1437564,-1.23E-06,2.56E-05,0.050013725,-1.62E-06,0.000693,-1.86E-09,269.7252031,35059.90862,-2.87E-06,0.000696555
1/21/2014,07SB013,1/21/2014,21,2,0,-22,-27,-24.5,42.5,0,0,0,0,0,,,,,,,,,,,,,,,,,245.2806897,-1.04E-05,2.55E-05,0.050263254,1.45E-05,0.000236186,-1.86E-09,269.721223,43775.75666,6.16E-06,0.000236626
1/22/2014,07SB013,1/22/2014,22,2,0,-7.5,-29,-18.3,36.3,0,0,0,0,0,,,,,,,,,,,,,,,,,249.7864403,1.23E-05,2.53E-05,0.050296521,2.68E-05,1.42E-06,-1.86E-09,269.6927895,39411.02644,4.09E-05,2.16E-06
1/23/2014,07SB013,1/23/2014,23,2,0,-7,-22,-14.5,32.5,0,0,4,4,4,,,,,,,,,,,,,,,,,260.5556641,3.02E-05,2.53E-05,0.05038833,3.20E-05,4.86E-05,-1.86E-09,269.8508337,37190.97088,6.67E-05,5.28E-05
1/24/2014,07SB013,1/24/2014,24,2,0,-17,-19,-18,36,0,0,5.5,5.5,5.5,,,,,,,,,,,,,,,,,254.3233328,-1.88E-05,2.53E-05,0.052141804,-6.31E-05,0.002255349,-1.86E-09,269.9854692,51686.4029,-8.20E-05,0.002260093
1/25/2014,07SB013,1/25/2014,25,2,0,-18.5,-23,-20.8,38.8,0,0,0,0,0,,,,,,,,,,,,,,,,,254.3471201,-1.33E-05,2.52E-05,0.05585586,-1.43E-05,0.004703823,-1.86E-09,270.0580475,56371.32232,-2.77E-05,0.004705379
1/26/2014,07SB013,1/26/2014,26,2,0,-28,-37,-32.5,50.5,0,0,0,0,0,,,,,,,,,,,,,,,,,242.4638397,-8.02E-05,2.51E-05,0.055824643,-2.20E-05,2.61E-06,-1.86E-09,269.9166255,65153.92681,-0.000102139,3.00E-06
1/27/2014,07SB013,1/27/2014,27,2,0,-21,-37,-29,47,0,0,0,0,0,,,,,,,,,,,,,,,,,243.1501654,-3.78E-06,2.49E-05,0.055828675,4.68E-06,1.86E-09,-1.86E-09,269.7545052,48220.44114,1.99E-06,0
1/28/2014,07SB013,1/28/2014,28,2,0,-17.5,-34,-25.8,43.8,0,0,0,0,0,,,,,,,,,,,,,,,,,246.0956912,1.61E-06,2.49E-05,0.055831679,5.92E-06,1.86E-09,-1.86E-09,269.7857388,77531.48693,8.21E-06,1.88E-06
1/29/2014,07SB013,1/29/2014,29,2,0,-22,-25,-23.5,41.5,0,0,0,0,0,,,,,,,,,,,,,,,,,244.1214607,3.41E-06,2.49E-05,0.055853813,1.58E-05,1.86E-09,-1.86E-09,269.7541611,85419.99691,2.29E-05,0
1/30/2014,07SB013,1/30/2014,30,2,0,-15.5,-28.5,-22,40,0,0,0,0,0,,,,,,,,,,,,,,,,,247.8295595,4.96E-06,2.47E-05,0.055919455,1.32E-05,5.62E-05,-1.86E-09,269.7438022,65447.5751,2.16E-05,6.03E-05
1/31/2014,07SB013,1/31/2014,31,2,0,-14.5,-25,-19.8,37.8,0,0,1,1,1,,,,,,,,,,,,,,,,,247.6171928,1.61E-05,2.47E-05,0.056001764,3.73E-05,1.86E-09,-1.86E-09,269.7910412,100146.4664,6.14E-05,1.11E-06
2/1/2014,07SB013,2/1/2014,32,2,0,-16,-17.5,-16.8,34.8,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,246.6357746,4.26E-06,2.46E-05,0.056044185,1.47E-05,2.16E-05,-1.86E-09,269.7495703,109654.3443,2.33E-05,2.67E-05
2/2/2014,07SB013,2/2/2014,33,2,0,-14.5,-20.5,-17.5,35.5,0,0,0,0,0,,,,,,,,,,,,,,,,,247.2214692,7.81E-06,2.45E-05,0.05608517,2.92E-05,2.73E-06,-1.86E-09,269.7331163,120879.7044,4.29E-05,3.45E-06
2/3/2014,07SB013,2/3/2014,34,2,0,-18.5,-25.5,-22,40,0,0,0,0,0,,,,,,,,,,,,,,,,,245.4386043,3.60E-06,2.43E-05,0.056171581,2.35E-05,1.34E-05,-1.86E-09,269.7624003,130227.474,2.74E-05,1.51E-05
2/4/2014,07SB013,2/4/2014,35,2,0,-14.5,-25.5,-20,38,0,0,0,0,0,,,,,,,,,,,,,,,,,246.5420797,8.81E-06,2.43E-05,0.056292488,2.22E-05,0.000117848,-1.86E-09,269.7301964,125097.6215,3.75E-05,0.000120255
2/5/2014,07SB013,2/5/2014,36,2,0,-16,-26,-21,39,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,249.2539595,1.11E-05,2.43E-05,0.056335521,1.57E-05,2.16E-05,-1.86E-09,269.7044772,104435.694,3.31E-05,2.66E-05
2/6/2014,07SB013,2/6/2014,37,2,0,-16,-25,-20.5,38.5,0,0,0,0,0,,,,,,,,,,,,,,,,,253.8996408,2.51E-05,2.42E-05,0.056458543,3.69E-05,8.81E-05,-1.86E-09,269.8144565,138084.7435,6.95E-05,9.04E-05
2/7/2014,07SB013,2/7/2014,38,2,0,-21.5,-27.5,-24.5,42.5,0,0,0,0,0,,,,,,,,,,,,,,,,,245.1170199,-1.12E-05,2.41E-05,0.056477191,1.13E-05,1.86E-09,-1.86E-09,269.7766976,182696.5872,7.75E-07,0
2/8/2014,07SB013,2/8/2014,39,2,0,-28,-35,-31.5,49.5,0,0,0,0,0,,,,,,,,,,,,,,,,,243.8014762,-6.43E-06,2.39E-05,0.05648259,3.38E-06,1.26E-06,-1.86E-09,269.6250632,150008.4411,-2.37E-06,2.81E-06
2/9/2014,07SB013,2/9/2014,40,2,0,-24,-35,-29.5,47.5,0,0,0,0,0,,,,,,,,,,,,,,,,,242.1538758,6.93E-07,2.39E-05,0.056616065,4.73E-06,0.000154196,-1.86E-09,269.5712412,203718.7249,6.95E-06,0.000156469
2/10/2014,07SB013,2/10/2014,41,2,0,-23,-37,-30,48,0,0,0,0,0,,,,,,,,,,,,,,,,,241.4333637,1.01E-06,2.39E-05,0.056632592,9.70E-06,3.51E-06,-1.86E-09,269.456386,213480.4348,1.42E-05,3.64E-06
2/11/2014,07SB013,2/11/2014,42,2,0,-25.5,-35,-30.3,48.3,0,0,0,0,0,,,,,,,,,,,,,,,,,240.0077725,2.58E-06,2.38E-05,0.056679728,1.28E-05,1.71E-05,-1.86E-09,269.3997854,242938.354,1.99E-05,1.89E-05
2/12/2014,07SB013,2/12/2014,43,2,0,-25,-39,-32,50,0,0,0,0,0,,,,,,,,,,,,,,,,,239.6694481,1.75E-06,2.37E-05,0.05669052,6.26E-06,3.19E-06,-1.86E-09,269.2886638,255631.948,9.79E-06,4.69E-06
2/13/2014,07SB013,2/13/2014,44,2,0,-24,-37.5,-30.8,48.8,0,0,0,0,0,,,,,,,,,,,,,,,,,243.081513,4.25E-06,2.36E-05,0.056724059,1.09E-05,2.12E-05,-1.86E-09,269.3269745,238894.0734,1.57E-05,2.39E-05
2/14/2014,07SB013,2/14/2014,45,2,0,-17,-34,-25.5,43.5,0,0,0,0,0,,,,,,,,,,,,,,,,,243.9825909,1.52E-06,2.35E-05,0.056760331,6.06E-06,3.39E-05,-1.86E-09,269.3094217,269357.5791,8.62E-06,3.62E-05
2/15/2014,07SB013,2/15/2014,46,2,0,-15,-34,-24.5,42.5,0,0,0,0,0,,,,,,,,,,,,,,,,,252.3316725,2.57E-05,2.35E-05,0.057613498,-1.14E-05,0.001072767,-1.86E-09,269.4730742,145866.4652,1.42E-05,0.001075558
2/16/2014,07SB013,2/16/2014,,,0,-16,-27,-21.5,39.5,0,0,0,0,0,,,,,,,,,,,,,,,,,249.0306705,-2.90E-06,2.34E-05,0.057642465,9.31E-06,1.48E-07,-1.86E-09,269.5518905,334933.961,7.48E-06,0
2/17/2014,07SB013,2/17/2014,,,0,-15,-26,-20.5,38.5,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,253.9956767,3.00E-05,2.33E-05,0.057784272,1.93E-05,0.000147183,-1.86E-09,269.6555525,189330.343,4.84E-05,0.000149846
2/18/2014,07SB013,2/18/2014,,,0,-17,-18.5,-17.8,35.8,0,0,2,2,2,,,,,,,,,,,,,,,,,255.1265365,-2.86E-06,2.33E-05,0.05809043,-1.29E-05,0.00036119,-1.86E-09,269.77884,179310.7596,-1.57E-05,0.000364855
